LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-99347,"THE JUNCTION TAVERN, INC.",NULL,,Rear entrance on Silver Street for stock; in two rooms first  floor with kitchen and cellar for stock.,11/25/2013 11:49,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,120,"THE JUNCTION TAVERN, INC.",NULL,110,,  Dorchester ST,South Boston,MA,2127,"(42.335139, -71.04595)"
LB-99354,"RRG, LLC",NULL,Alcoholic Beverages served only in conjunction with meals 1:00 A.M. Closing,551-553 Tremont Street; in one room on first floor used  for dining and kitchen. Storage in basement  also seasonal  outdoor patio on Tremont Street.  Capacity breakdown: 115 inside  50 outside  main entrance on Tremont Street and emergency exit to alley in rear.,11/26/2013 15:10,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,115,"HAMERSLEY'S, INC.",NULL,553,, Tremont St,Boston,MA,2116,"(42.344321, -71.07184)"
LB-99401,"GLORY RBG, LLC",NULL,5/19/08 Board approved bottle service. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO CLOSING HOUR: 11:00 P.M.,IN 2 ROOMS ON THE FIRST FLOOR; ONE ROOM ON LOWER LEVEL AND BASEMENT FOR STORAGE AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M. AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL SIDEWALK CAFE AT 131 BROAD,11/14/2013 13:30,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,449,"GLORY RBG, LLC",NULL,200,,  High ST,Boston,MA,2110,"(42.35678, -71.052)"
LB-99434,"MELA GROUP, INC.",NULL,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN FOUR ROOMS ON STREET LEVEL WITH KITCHEN; BASEMENT FOR STORAGE.,11/26/2013 15:26,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,49,"MELA GROUP, INC.",NULL,574,578, Tremont St,Roxbury,MA,2118,"(42.343257, -71.072509)"
LB-99447,"443 BROADWAY, LLC",NULL,NONE,IN THREE ROOMS ON GROUND FLOOR WITH KITCHEN IN BACK RIGHT  MAIN ENTRANCE OFF WEST BROADWAY AND EMERGENCY EXITS AT REAR OF RESTAURANT; BAR SEATING ON LEFT UPON ENTRANCE  LIVE MUSIC AREA TOWARD REAR AND TWO PRIVATE DINING ROOM AREAS LOCATED BACK LEFT AND BACK RIGHT OF RESTAURANT; BASEMENT TO INCLUDE,11/22/2013 14:56,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,48,"443 BROADWAY, LLC",(617)269-9999,439,441,W Broadway ,South Boston,MA,2127,"(42.33615, -71.04718)"
LB-99503,"THE BACK DECK, INC.",NULL,(1) THIS IS A RESTRICTED LICENSE. (2) SERVICE OF ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND RESTROOMS IN REAR; OFFICES  STORAGE  PREP AREA AND STAFF LOCKER ROOM WITH BATHROOM IN BASEMENT; ONE ENTRANCE/EXIT EACH ON WASHINGTON STREET AND WEST STREET. CAPACITY BREAKDOWN: 142 TOTAL: 110-PERSONS SEATED DINING; 19-PERSONS SEATED BAR; 13-PERSONS STANDIN,11/26/2013 12:39,12/31/2015 0:00,Active,CV7ALR,CV7 All Alc. Restrict.,NULL,1:00 AM,1:30 AM,142,"THE BACK DECK, INC.",NULL,10,,  West ST,Boston,MA,2111,"(42.354426, -71.062191)"
LB-99530,"PHO BASIL, INC.",NULL,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom.,11/18/2013 12:32,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,12:30 AM,1:00 AM,60,"PHO BASIL, INC.",NULL,177,,  Massachusetts AV,Boston,MA,2115,"(42.34577, -71.08734)"
LB-99558,"FARANDOLE, LLC",NULL,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,175 Massachusetts Avenue; Boston  MA 02115.  With 2 entrances/exits; 1 on Massachusetts Ave.  One in rear of the building  containing 1 dining room  1 kitchen  2 bathrooms  2 walk in coolers and 2 storage rooms.,11/12/2013 10:09,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,48,"FARANDOLE, LLC",(978)866-3663,175,,  Massachusetts AV,Boston,MA,2115,"(42.34583, -71.08737)"
LB-99573,Buckminster Restaurant Group LLC,NULL,1.) BREAKFAST BEGINNING AT 6:00 A.M. 2.) ALCOHOL TO BE SERVED AFTER 11:00 A.M. MONDAY THROUGH SATURDAY. 3.) ALCOHOL TO BE SERVED AFTER 12:00 P.M. NOON ON SUNDAY. 13-PERSONS BAR STOOLS; 63-PERSONS TABLE  CHAIRS; 14-PERSONS STANDING. (REST INSIDE THE HOTEL),TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN AND STORAGE AREA IN THE REAR; ONE ROOM IN BASEMENT FOR STORAGE.,11/20/2013 10:17,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,90,"BUCKMINSTER RESTAURANT GROUP, LLC",NULL,645,,  Beacon ST,Boston,MA,2215,"(42.348363, -71.097697)"
LB-99604,"GOURMET CHINA, INC.",NULL,NONE,In one dining room on the first floor with kitchen and storage in the rear.,11/25/2013 14:41,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,48,"GOURMET CHINA, INC.",NULL,23,, Tyler St,Boston,MA,2111,"(42.350769, -71.060935)"
LB-99616,"BONCHON ALLSTON, LLC",NULL,NONE,121-123 BRIGHTON AVENUE ALLSTON  MA 02134 - WITH 3 ENTRANCES/EXITS  1 ON BRIGHTON AVENUE AND 2 IN THE REAR OF THE BUILDING  CONTAINING 1 DINING ROOM  1 KITCHEN  2 BATHROOMS  3 WALK IN COOLERS  2 STORAGE ROOMS  AND 1 OFFICE.,11/26/2013 15:47,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,88,"BONCHON ALLSTON, LLC",NULL,101,123,  Brighton AV,Allston,MA,2134,"(42.353081, -71.130624)"
LB-99630,"TABAR, INC.",NULL,HOURS OF OPERATION: SUNDAY - THURSDAY 7:00 A.M. - 9:00 P.M. FRIDAY AND SATURDAY 8:00 A.M. - 10:00 P.M.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/29/2013 11:00,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,10:00 PM,10:30 PM,18,"TABAR, INC.",NULL,611,,  Dorchester AV,South Boston,MA,2127,"(42.328788, -71.057108)"
LB-99653,"DOT BOY, INC.",NULL,A.) SERVICE OF ALCOHOL WITH FOOD ON PATIO.  B.) PATIO TO CLOSE AT 11:00 P.M.  C.) FOOD SERVICE AVAILABLE AT ALL TIMES.,ONE ROOM  KITCHEN AND STOCK IN BASEMENT AND TO INCLUDE AN OUTSIDE PATIO ON PRIVATE PROPERTY FOR 18 PATRONS.,11/27/2013 13:40,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,86,"DOT BOY, INC.",NULL,476,,  Commonwealth AV,Boston,MA,2215,"(42.34854, -71.09385)"
LB-99672,"Fairouz Restaurant, Inc.",NULL,A.) NO BAR B.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994. RESTAURANT #36A W-TAKE OUT  #37 & #38 ENTERTAINMENT,11/29/2013 12:58,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,66,"Fairouz Restaurant, Inc.",NULL,5268,, Washington St,West Roxbury,MA,2132,"(42.25931, -71.1589)"
LB-99727,"AMICI, INC.",NULL,NONE,REAR AND SIDE EXITS  ONE ROOM FIRST FLOOR  ONE ROOM IN BASEMENT  KITCHEN STREET LEVEL  SECOND FLOOR FOR FLOOR  THIRD FLOOR FOR STORAGE.,11/25/2013 10:23,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,49,"AMICI, INC.",NULL,111,,N Washington ST,Boston,MA,2113,"(42.365582, -71.058131)"
LB-99731,"MODERN PASTRY, INC.",NULL,NONE,ONE ROOM ON THE FIRST FLOOR  STORAGE AND KITCHEN IN THE REAR; ONE ROOM IN THE BASEMENT.  Capacity breakdown: 1st fl - 80; basement - 40. KITCHEN IN BASEMENT.,11/1/2013 12:07,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,94,"MODERN PASTRY, INC",(781)589-6571,261,263,  Hanover ST,Boston,MA,2113,"(42.36329, -71.0547)"
LB-99770,SHABU ZEN INTERNATIONAL,NULL,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/26/2013 16:41,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:30 PM,MIDNIGHT,152,SHABU ZEN INTERNATIONAL,NULL,78,80,  Brighton AV,Allston,MA,2134,"(42.352422, -71.128929)"
LB-99773,"SAPORI DI NAPOLI, INC.",NULL,1.) ALCOHOL WITH FOOD ONLY.,ONE ROOM ON FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/29/2013 14:58,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,18,"SAPORI DI NAPOLI, INC.",(617)742-0809,120,,  Salem ST,Boston,MA,2113,"(42.36483, -71.0557)"
LB-99815,"AL-WADI RESTAURANT, LLC",NULL,MIDNIGHT CLOSING HOUR: SUNDAY - THURSDAY 1:00 A.M. CLOSING HOUR: FRIDAY AND SATURDAY.,SIDE AND REAR EXITS FOR EMERGENCY AND STOCK; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.,12/2/2013 16:46,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,95,"AL-WADI RESTAURANT, LLC",NULL,1249,,  VFW PW,West Roxbury,MA,2132,"(42.27724, -71.17261)"
LB-99427,"CARMAC, INC.",6B/Emmetts,NONE,IN TWO ROOMS ON  FIRST FLOOR; KITCHEN AND STORAGE IN TWO ROOMS IN BASEMENT.  Capacity breakdown: 120 @ Emmetts; 120 @ 6-B Side.,11/25/2013 13:02,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,240,"CARMAC, INC.",NULL,6,,  Beacon ST,Boston,MA,2108,"(42.35814, -71.06152)"
LB-99834,"CENTRAL STREET SANCTUARY, LLC",NULL,CLOSING HOUR: MIDNIGHTSUNDAY-THURSDAY;1:00 A.M.FRIDAY-SATURDAY. TO INCLUDE AN ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 20 PATRONS. PATIO HOURS: MONDAY-THURSDAY: 11:30 A.M.-10:00 P.M. FRIDAY: 11:30 A.M.-11:00 P.M. SATURDAY: 8:00 A.M.-11:00 P.M. SUNDAY: 8:00 A.M.-10:00 P.M.,2266 SQUARE FEET OF THE FIRST FLOOR AND 400 SQUARE FEET OF THE BASEMENT AREA. THE KITCHEN IS LOCATED AT THE REAR LEFT CORNER OF THE RESTAURANT. THE STORAGE AREA IS LOCATED IN THE LOWER LEVEL. THE ENTRANCE TO THE RESTAURANT IS LOCATED AT THE CORNER OF CENTRE STREET,11/27/2013 10:29,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,95,"CENTRE STREET SANCTUARY, LLC",NULL,365,,  Centre ST,Jamaica Plain,MA,2130,"(42.322657, -71.108212)"
LB-99842,"MYERS & CHANG, LLC",NULL,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,IN ONE ROOM WITH DINING ROOM AND KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,11/27/2013 12:06,12/31/2015 0:00,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,NULL,MIDNIGHT,12:30 AM,75,"MYERS & CHANG, LLC",NULL,1143,1149,  Washington ST,Roxbury,MA,2118,"(42.3438, -71.06631)"
LB-99859,"DRYDOCK CAFÉ, LLC",NULL,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994.,11/21/2013 12:41,12/31/2015 0:00,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,NULL,11:00 PM,11:30 PM,75,"DRYDOCK CAFÉ, LLC",NULL,7,, Dry Dock Av,Boston,MA,2210,"(42.344287, -71.036123)"
LB-99864,"HONG ZE RESTAURANT, INC.",NULL,NONE,IN ONE ROOM ON THE FIRST FLOOR USED FOR DINING; KITCHEN AND STORAGE IN THE BASEMENT.,11/22/2013 14:14,12/31/2015 0:00,Active,CV7MWR,CV7 Malt Wine Restrict.,NULL,2:00 AM,2:30 AM,106,"HONG ZE RESTAURANT, INC.",NULL,19,,  Hudson ST,Boston,MA,2111,"(42.35063, -71.06027)"
LB-101652,"CJ WASHINGTON STREET, LLC",DOUBLETREE HOTEL-BOSTON,NONE,In whole said of premises-comprising unit No. 1 in the Washington Oak Commercial Condominium. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/26/2013 16:00,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"CJ WASHINGTON STREET, LLC",NULL,821,,  Washington ST,Boston,MA,2111,"(42.348943, -71.064316)"
LB-98921,"21ST, INC.",21ST. AMENDMENT,,In two rooms  kitchen and stockroom on the first floor,11/25/2013 16:58,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,96,"21ST, INC.",NULL,150,,  Bowdoin ST,Boston,MA,2108,"(42.358336, -71.062581)"
LB-99190,"THE WINE BAR, LLC",49 SOCIAL,ALCOHOLIC BEVERAGES SERVED ONLY WITH FOOD.,IN ONE ROOM ON THE FIRST FLOOR WITH MEZZANINE; TWO ROOMS IN BASEMENT WITH KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: LOWER LEVEL -- 9 @ BAR STOOLS  63 @ TABLES & CHAIRS  30 STANDING; FIRST FLOOR -- 10 @ BAR STOOLS  68 @ TABLES & CHAIRS  22 STANDING; MEZZANINE -- 49 PERSONS.,11/12/2013 15:53,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,251,"THE WINE BAR, LLC",NULL,49,,  Temple PL,Boston,MA,2111,"(42.35493, -71.061809)"
LB-98896,"99 RESTAURANTS OF BOSTON, LLC",99 RESTAURANT & PUB,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON.,One room  with separate kitchen  office   storage room  & kitchen on  first floor.,11/29/2013 14:39,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,226,"99 RESTAURANTS OF BOSTON, LLC",NULL,29,31,  Austin ST,Charlestown,MA,2129,"(42.374884, -71.067065)"
LB-98946,"BBRG TR, LLC",ABE & LOUIE'S,1. Patio to close at Midnight. 2. No more than forty patrons 3.After 8PM  all alcoholic beverages orders must be accompanied by food.4.Barrier to be set off patio from side- walk.5.All trash   stored in dumpsters.   ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,777-793 Boylston Street; stock in two rooms and one kitchen on the first floor  one room on second floor  and one room in basement level with storage and outdoor patio. CAPACITY; 222 1'ST FLOOR  180 2'ND FLOOR  23 BASEMENT.,11/25/2013 11:18,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,425,"BBRG TR, LLC",NULL,777,793,  Boylston ST,Boston,MA,2116,"(42.349221, -71.081588)"
LB-99274,"HIGHLAND TAP OF BOSTON, INC.",AGA'S,Open 6:00 A.M. for food service Only.,Rear entrance to kitchen from 1 Eustis Street; Bulkhead entrance on Eustis Street for stock; One room and kitchen on first floor; cellar for stock.  2128 WASHINGTON STREET  ROXBURY  MA  02119,11/22/2013 15:19,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,77,"HIGHLAND TAP OF BOSTON, INC.",NULL,2121,2131,  Washington ST,Roxbury,MA,2119,"(42.331982, -71.081961)"
LB-98798,"TRUSTEES OF BOSTON UNIVERSITY, INC.",AGGANIS ARENA,,INCLUDING LOBBY LOUNGE STREET LEVEL; CLUB ROOM AND 36 PRIVATE SUITES CONCOURSE LEVEL; ALSO 2 PRIVATE MEETING ROOMS IN BUILDING; STORAGE IN THE LOWER LEVEL OF THE FACILITY.,11/19/2013 11:30,12/31/2015 0:00,Active,CLBAL,Clb. All Alc.,NULL,1:00 AM,1:30 AM,450,TRUSTEES OF BOSTON UNIVERSITY,NULL,925,,  Commonwealth AV,Boston,MA,2215,"(42.352166, -71.11768)"
LB-99641,"TRUSTEES OF BOSTON UNIVERSITY, INC.",AGGANIS ARENA,1. Monthly report to Board from BU Security. 2. BU security in seating area as well as rest of concession stands. 3. No more than two (2) beers per patron.,AGGANIS ARENA: INCLUDING ALL CONCESSIONS STANDS ON THE CONCOURSE LEVEL  STORAGE IN THE LOWER LEVEL OF FACILITY.,11/19/2013 11:30,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,8000,"TRUSTEES OF BOSTON UNIVERSITY, INC.",NULL,925,,  Commonwealth AV,Boston,MA,2215,"(42.352166, -71.11768)"
LB-98940,"GLOUCESTER STREET LICENSE, LLC",AMBROSIA ON GLOUCESTER,NONE,In one room on first floor  dining room with bar on side  with main entrance/exit on Gloucester Street; in two rooms on basement level  kitchen in front  storage on the side  dining room with exit in rear;,11/25/2013 15:18,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,60,"GLOUCESTER STREET LICENSE, LLC",NULL,50,,  Gloucester ST,Boston,MA,2115,"(42.34862, -71.08407)"
LB-98830,"BUILDING ASSOCIATION, OLD DORCHESTER POST #65",AMERICAN LEGION,No transfer of ownership  Ch 1161  Acts of l973  License originally issued l974,In whole of said building.,12/5/2013 11:40,12/31/2015 0:00,Active,CLBALV,Clb. All Alc. Vet.,NULL,2:00 AM,2:30 AM,252,"BUILDING ASSOCIATION, OLD DORCHESTER POST #65",NULL,500,,  Gallivan BL,Dorchester,MA,2124,"(42.28303, -71.05628)"
LB-99070,"MARKETPLACE SALOON, INC.",AMES PLOW TAVERN,NONE,TWO EXITS AND ENTRANCE FROM NORTH AND SOUTH MARKET STREETS; IN ONE ROOM AND KITCHEN AREA IN BASEMENT WITH ENLARGED SEASONAL PATIO ABUTTING THERETO ON SOUTH MARKET STREET.  AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL PATIO ONTO NORTH MARKET STREET WITH A CLOSING HOUR OF 1:00 A.M.,11/26/2013 16:19,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,92,"MARKETPLACE SALOON, INC.",(617)523-8928,294,, Faneuil Hall Marketplace ,Boston,MA,2109,"(42.360036, -71.056253)"
LB-99000,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,ANCHOVIES,NONE,Rear entrance to basement from yard; in one room and kitchen on first floor; cellar for stock.,11/13/2013 16:01,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,64,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,NULL,433,,  Columbus AV,Boston,MA,2116,"(42.344027, -71.077869)"
LB-99808,"MARTA MURALLES, INDIVIDUAL",ANGELA'S CAFÉ,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/26/2013 15:54,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,10:00 PM,10:30 PM,19,"MARTA MURALLES, INDIVIDUAL",NULL,131,,  Lexington ST,East Boston,MA,2128,"(42.37853, -71.035)"
LB-99854,"ANH HONG RESTAURANT, LLC",ANH HONG RESTAURANT,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,TWO ROOMS ON FIRST FLOOR  KITCHEN IN THE REAR  AND STORAGE IN CELLAR.,11/15/2013 11:03,12/31/2015 0:00,Active,CV7MWR,CV7 Malt Wine Restrict.,NULL,1:00 AM,1:30 AM,95,"ANH HONG RESTAURANT, LLC",NULL,291,,  Adams ST,Dorchester,MA,2122,"(42.299183, -71.05818)"
LB-99180,"ANTHONY'S PIER FOUR, INC.",ANTHONY'S,,In whole of building with summer patio (tent area)  refrigerated trailers in parking lot and floating barges to southeast of building for storage.  CAPACITY BREAKDOWN: 1ST FL - 568 (514 @ DINNING ROOM  54 @ RUM ROOM); 2ND FL - 508.,11/29/2013 12:15,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,1076,"ANTHONY'S PIER FOUR, INC.",NULL,140,,  Northern AV,Boston,MA,2210,"(42.35338, -71.04149)"
LB-99552,"OCEAN TREASURE, INC.",APOLLO Grill & Sushi,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2.  4:00 A.M. CLOSING for the service of FOOD ONLY.,Two rooms first floor and kitchen  basement for stock.,11/25/2013 10:43,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,127,"OCEAN TREASURE, INC.",NULL,84,86,  Harrison AV,Boston,MA,2111,"(42.350806, -71.061206)"
LB-98989,APPLE NEW ENGLAND LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1.  Alcoholic beverages to be served only in conjunction with meals.  2.  11:00 P.M. closing on the patio.,In two rooms and kitchen on first floor; cellar for stock  and to include an outside patio.  Patio capacity 36.,11/26/2013 15:46,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,127,APPLE NEW ENGLAND LLC,NULL,381,,  Chestnut Hill AV,Brighton,MA,2135,"(42.335181, -71.151107)"
LB-99429,APPLE NEW ENGLAND LLC,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,NONE,PREVIOUSLY KNOWN AS 1110 MASSACHUSETTS AVENUE @ SOUTH BAY SHOPPING CENTER - IN ONE LARGE ROOM ON THE FIRST FLOOR WITH BAR AREA  KITCHEN AND STORAGE IN THE REAR.,12/12/2013 15:46,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,222,APPLE NEW ENGLAND LLC,NULL,,,  Allstate RD,Dorchester,MA,2125,"(42.326047, -71.063611)"
LB-99423,"569 TREMONT, INC.",AQUITAINE,NONE,569 TREMONT ST.: IN ONE ROOM ON FIRST FLOOR WITH AN OPEN KITCHEN  ONE ROOM IN THE BASEMENT WITH A KITCHEN AND STORAGE ROOM..,11/26/2013 13:20,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,72,"569 TREMONT, INC.",NULL,569,,  Tremont ST,Roxbury,MA,2118,"(42.343801, -71.07235)"
LB-99403,"DONAN, INC.",ARTU,,FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET  BOSTON  MA  02113,11/25/2013 13:56,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"DONAN, INC.",NULL,4,,  Prince ST,Boston,MA,2113,"(42.36405, -71.05368)"
LB-99751,"NANCY'S, INC.",ARTU'S ON CHARLES STREET,1.) MALT WINE AND LIQUEUR BEVERAGES TO BE SERVED IN CONJUNCTION WITH MEALS ONLY. 2.) NO BAR,IN ONE ROOM WITH KITCHEN AND ONE ROOM FOR STORAGE ON THE BASEMENT LEVEL.,11/25/2013 13:59,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,19,"NANCY'S, INC.",NULL,89,,  Charles ST,Boston,MA,2114,"(42.35859, -71.07049)"
LB-99245,"ASHMONT GRILL, LLC",ASHMONT GRILL,1.) ALCOHOL SERVICE ON THE PATIO TO COMMENCE AT NOON. 2.)ALCOHOLIC BEVERAGES CAN BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11:00 AM - NOON.,TWO REAR EXITS TO YARD; IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE OUTDOOR SEASONAL GARDEN DINING FROM APRIL THROUGH OCTOBER FOR 60 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 7:00 A.M. - 11:00 P.M.,11/27/2013 12:55,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,120,"ASHMONT GRILL, LLC",NULL,555,,  Talbot AV,Dorchester,MA,2124,"(42.286091, -71.064728)"
LB-99578,"ASIAN GARDEN, INC.",ASIAN GARDEN,,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/6/2013 13:28,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,42,"ASIAN GARDEN, INC.",NULL,28,32,  Harrison AV,Boston,MA,2111,"(42.35195, -71.06103)"
